Reporting Customer,Parent Customer/Project: Company Name,Customer,Transaction Type,Document Number,P.O. No.,Date,Due Date,Age,Bucket,Amount (Gross),Open Balance,Gross vs Amt Due,Email,Email 2,Sales Channel: Name,Memo,Terms: Name,Sales Rep: Name,Transaction Reason,Channel Clean,Snapshot Date
New Seasons Market-Ptld,,CP122350 New Seasons Market-Ptld,Chargeback,INV841047,01156,2026-04-23,2026-06-07,36,31-60,15.29,15.29,0.0,ap@newseasonsmarket.com,deidrec@newseasonsmarket.com,Grocery Direct,Spoilage | 03.10.26,Net 45,Kristen Springer,Spoilage,Grocery Direct,2026-07-13
New Seasons Market-Ptld,,CP122350 New Seasons Market-Ptld,Chargeback,CM67971,CK 7581632 | PYMT100785,2026-06-02,2026-06-02,41,31-60,-97.46,-97.46,0.0,ap@newseasonsmarket.com,deidrec@newseasonsmarket.com,Grocery Direct,On Account Payment | 15976,Net 45,Kristen Springer,On Account Payment (OAP),Grocery Direct,2026-07-13
New Seasons Market-Ptld,,CP122350 New Seasons Market-Ptld,Chargeback,CM67974,CK 7408576 | PYMT100796,2026-06-02,2026-06-02,41,31-60,-550.44,-550.44,0.0,ap@newseasonsmarket.com,deidrec@newseasonsmarket.com,Grocery Direct,On Account Payment | 14908,Net 45,Kristen Springer,On Account Payment (OAP),Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV829983,14792,2025-12-30,2026-02-13,150,91+,53.18,53.18,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV829985,14793,2025-12-30,2026-02-13,150,91+,277.38,277.38,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Credit,CM66900,01074,2026-01-06,2026-01-06,188,91+,-29.34,-29.34,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV832184,15087,2026-01-22,2026-03-08,127,91+,62.58,62.58,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Credit,CM67482,01096,2026-03-10,2026-03-10,125,91+,-30.6,-30.6,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV840730,16069,2026-04-21,2026-06-05,38,31-60,87.9,87.9,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV840842,16068,2026-04-21,2026-06-05,38,31-60,250.32,250.32,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV840896,16088,2026-04-23,2026-06-07,36,31-60,111.0,111.0,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV841469,16207,2026-04-28,2026-06-12,31,31-60,99.54,99.54,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV841658,16206,2026-04-28,2026-06-12,31,31-60,89.66,89.66,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV841662,16219,2026-04-30,2026-06-14,29,15-30,49.77,49.77,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV842013,16240,2026-05-05,2026-06-19,24,15-30,248.85,248.85,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV842249,16254,2026-05-07,2026-06-21,22,15-30,49.77,49.77,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV842251,16255,2026-05-07,2026-06-21,22,15-30,90.36,90.36,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Credit,CM67767,,2026-05-07,2026-05-07,67,61-90,-2.73,-2.73,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV842845,16274,2026-05-12,2026-06-26,17,15-30,60.84,60.84,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV842848,16275,2026-05-12,2026-06-26,17,15-30,199.08,199.08,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV843050,16296,2026-05-14,2026-06-28,15,15-30,49.77,49.77,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV843164,16295,2026-05-14,2026-06-28,15,15-30,64.8,64.8,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV843664,16317,2026-05-21,2026-07-05,8,1-14,248.85,248.85,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV844128,16328,2026-05-27,2026-07-11,2,1-14,199.08,199.08,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV844233,16332,2026-05-28,2026-07-12,1,1-14,99.54,99.54,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV844703,16346,2026-06-02,2026-07-17,-4,Current,49.77,49.77,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV845282,16367,2026-06-09,2026-07-24,-11,Current,62.58,62.58,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV845440,16376,2026-06-11,2026-07-26,-13,Current,62.58,62.58,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV846108,16398,2026-06-18,2026-08-02,-20,Current,125.16,125.16,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV846763,16621,2026-06-25,2026-08-09,-27,Current,62.58,62.58,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV847122,16628,2026-06-30,2026-08-14,-32,Current,99.54,99.54,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122352 New Seasons Market: Main Street Vancouver,Invoice [AR INVOICE],INV847782,16643,2026-07-07,2026-08-21,-39,Current,99.54,99.54,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Credit,CM66890,00897,2026-01-05,2026-01-05,189,91+,-19.68,-19.68,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV832265,15149,2026-01-23,2026-03-09,126,91+,125.16,125.16,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Credit,CM67488,01158,2026-03-13,2026-03-13,122,91+,-15.3,-15.3,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV837579,15912,2026-03-23,2026-05-07,67,61-90,246.06,16.71,229.35,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV838126,15935,2026-03-27,2026-05-11,63,61-90,229.35,229.35,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV838127,15934,2026-03-27,2026-05-11,63,61-90,36.2,36.2,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV840276,16103,2026-04-17,2026-06-01,42,31-60,94.9,10.57,84.33000000000001,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV840385,16110,2026-04-20,2026-06-04,39,31-60,125.16,125.16,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV840386,16111,2026-04-20,2026-06-04,39,31-60,62.58,62.58,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV841251,16134,2026-04-27,2026-06-11,32,31-60,66.48,66.48,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV841254,16133,2026-04-27,2026-06-11,32,31-60,36.2,36.2,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV841804,16168,2026-05-01,2026-06-15,28,15-30,199.44,199.44,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV841805,16169,2026-05-01,2026-06-15,28,15-30,30.0,30.0,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV841852,16174,2026-05-04,2026-06-18,25,15-30,97.2,97.2,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV841853,16175,2026-05-04,2026-06-18,25,15-30,149.31,149.31,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV842369,16195,2026-05-08,2026-06-22,21,15-30,348.39,348.39,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV842452,16154,2026-05-11,2026-06-25,18,15-30,199.08,199.08,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV843115,16421,2026-05-15,2026-06-29,14,1-14,99.54,99.54,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV843383,16434,2026-05-19,2026-07-03,10,1-14,99.54,99.54,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV843397,16433,2026-05-19,2026-07-03,10,1-14,67.2,67.2,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV843788,16452,2026-05-22,2026-07-06,7,1-14,248.85,248.85,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV843924,16457,2026-05-26,2026-07-10,3,1-14,149.31,149.31,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV844350,16478,2026-05-29,2026-07-13,0,Current,149.31,149.31,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV844423,16485,2026-06-01,2026-07-16,-3,Current,99.54,99.54,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV844993,16481,2026-06-05,2026-07-20,-7,Current,222.62,222.62,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV845113,16504,2026-06-08,2026-07-23,-10,Current,62.58,62.58,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV845190,16507,2026-06-09,2026-07-24,-11,Current,111.31,111.31,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV845596,16522,2026-06-15,2026-07-30,-17,Current,97.46,97.46,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV846530,16592,2026-06-23,2026-08-07,-25,Current,320.08,320.08,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV846927,16587,2026-06-29,2026-08-13,-31,Current,445.24,445.24,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV847371,14944,2026-07-06,2026-08-20,-38,Current,298.62,298.62,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV847871,14940,2026-07-10,2026-08-24,-42,Current,149.31,149.31,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122353 New Seasons Market: Milwaukie 021,Invoice [AR INVOICE],INV847921,16802,2026-07-13,2026-08-27,-45,Current,199.08,199.08,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122354 New Seasons Market: Tanasbourne,Invoice [AR INVOICE],INV829940,14892,2025-12-30,2026-02-13,150,91+,280.24,280.24,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122354 New Seasons Market: Tanasbourne,Credit,CM66956,00899,2026-01-15,2026-01-15,179,91+,-36.2,-36.2,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122354 New Seasons Market: Tanasbourne,Credit,CM67521,01154,2026-03-17,2026-03-17,118,91+,-53.55,-0.03,-53.519999999999996,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
New Seasons Market-Ptld,New Seasons Market-Ptld,CP122350 New Seasons Market-Ptld:CP122354 New Seasons Market: Tanasbourne,Invoice [AR INVOICE],INV840580,16116,2026-04-21,2026-06-05,38,31-60,236.47,236.47,0.0,ap@newseasonsmarket.com,,Grocery Direct,,Net 45,Kristen Springer,,Grocery Direct,2026-07-13
